LayerType,LayerName,GFLOPs,GIOPs,MParams,LayerParams,InputBlobs,OutputBlobs
Add,/model.22/cv2.0/cv2.0.1/conv/Conv,0.0004,0.0000,0.0001,[auto_broadcast: numpy],f32(1x64x80x80) f32(1x64x1x1),f32(1x64x80x80)
Convolution,/model.22/cv2.0/cv2.0.2/Conv/WithoutBiases,0.0524,0.0000,0.0041,[auto_pad: explicit; dilations: (1xs1); pads_begin: (0xs0); pads_end: (0xs0); strides: (1xs1)],f32(1x64x80x80) f32(64x64x1x1),f32(1x64x80x80)
Add,/model.22/cv2.0/cv2.0.2/Conv,0.0004,0.0000,0.0001,[auto_broadcast: numpy],f32(1x64x80x80) f32(1x64x1x1),f32(1x64x80x80)
Convolution,/model.22/cv3.0/cv3.0.0/conv/Conv/WithoutBiases,0.5898,0.0000,0.0461,[auto_pad: explicit; dilations: (1xs1); pads_begin: (1xs1); pads_end: (1xs1); strides: (1xs1)],f32(1x64x80x80) f32(80x64x3x3),f32(1x80x80x80)
Add,/model.22/cv3.0/cv3.0.0/conv/Conv,0.0005,0.0000,0.0001,[auto_broadcast: numpy],f32(1x80x80x80) f32(1x80x1x1),f32(1x80x80x80)
Convolution,/model.22/cv3.0/cv3.0.1/conv/Conv/WithoutBiases,0.7373,0.0000,0.0576,[auto_pad: explicit; dilations: (1xs1); pads_begin: (1xs1); pads_end: (1xs1); strides: (1xs1)],f32(1x80x80x80) f32(80x80x3x3),f32(1x80x80x80)
Add,/model.22/cv3.0/cv3.0.1/conv/Conv,0.0005,0.0000,0.0001,[auto_broadcast: numpy],f32(1x80x80x80) f32(1x80x1x1),f32(1x80x80x80)
Convolution,/model.22/cv3.0/cv3.0.2/Conv/WithoutBiases,0.0819,0.0000,0.0064,[auto_pad: explicit; dilations: (1xs1); pads_begin: (0xs0); pads_end: (0xs0); strides: (1xs1)],f32(1x80x80x80) f32(80x80x1x1),f32(1x80x80x80)
Add,/model.22/cv3.0/cv3.0.2/Conv,0.0005,0.0000,0.0001,[auto_broadcast: numpy],f32(1x80x80x80) f32(1x80x1x1),f32(1x80x80x80)
Convolution,/model.16/conv/Conv/WithoutBiases,0.1180,0.0000,0.0369,[auto_pad: explicit; dilations: (1xs1); pads_begin: (1xs1); pads_end: (1xs1); strides: (2xs2)],f32(1x64x80x80) f32(64x64x3x3),f32(1x64x40x40)
Add,/model.16/conv/Conv,0.0001,0.0000,0.0001,[auto_broadcast: numpy],f32(1x64x40x40) f32(1x64x1x1),f32(1x64x40x40)
Convolution,/model.18/cv1/conv/Conv/WithoutBiases,0.0786,0.0000,0.0246,[auto_pad: explicit; dilations: (1xs1); pads_begin: (0xs0); pads_end: (0xs0); strides: (1xs1)],f32(1x192x40x40) f32(128x192x1x1),f32(1x128x40x40)
Add,/model.18/cv1/conv/Conv,0.0002,0.0000,0.0001,[auto_broadcast: numpy],f32(1x128x40x40) f32(1x128x1x1),f32(1x128x40x40)
Convolution,/model.18/m.0/cv1/conv/Conv/WithoutBiases,0.1180,0.0000,0.0369,[auto_pad: explicit; dilations: (1xs1); pads_begin: (1xs1); pads_end: (1xs1); strides: (1xs1)],f32(1x64x40x40) f32(64x64x3x3),f32(1x64x40x40)
Add,/model.18/m.0/cv1/conv/Conv,0.0001,0.0000,0.0001,[auto_broadcast: numpy],f32(1x64x40x40) f32(1x64x1x1),f32(1x64x40x40)
Convolution,/model.18/m.0/cv2/conv/Conv/WithoutBiases,0.1180,0.0000,0.0369,[auto_pad: explicit; dilations: (1xs1); pads_begin: (1xs1); pads_end: (1xs1); strides: (1xs1)],f32(1x64x40x40) f32(64x64x3x3),f32(1x64x40x40)
Add,/model.18/m.0/cv2/conv/Conv,0.0001,0.0000,0.0001,[auto_broadcast: numpy],f32(1x64x40x40) f32(1x64x1x1),f32(1x64x40x40)
Convolution,/model.18/cv2/conv/Conv/WithoutBiases,0.0786,0.0000,0.0246,[auto_pad: explicit; dilations: (1xs1); pads_begin: (0xs0); pads_end: (0xs0); strides: (1xs1)],f32(1x192x40x40) f32(128x192x1x1),f32(1x128x40x40)
Add,/model.18/cv2/conv/Conv,0.0002,0.0000,0.0001,[auto_broadcast: numpy],f32(1x128x40x40) f32(1x128x1x1),f32(1x128x40x40)
Convolution,/model.22/cv2.1/cv2.1.0/conv/Conv/WithoutBiases,0.2359,0.0000,0.0737,[auto_pad: explicit; dilations: (1xs1); pads_begin: (1xs1); pads_end: (1xs1); strides: (1xs1)],f32(1x128x40x40) f32(64x128x3x3),f32(1x64x40x40)
Add,/model.22/cv2.1/cv2.1.0/conv/Conv,0.0001,0.0000,0.0001,[auto_broadcast: numpy],f32(1x64x40x40) f32(1x64x1x1),f32(1x64x40x40)
Convolution,/model.22/cv2.1/cv2.1.1/conv/Conv/WithoutBiases,0.1180,0.0000,0.0369,[auto_pad: explicit; dilations: (1xs1); pads_begin: (1xs1); pads_end: (1xs1); strides: (1xs1)],f32(1x64x40x40) f32(64x64x3x3),f32(1x64x40x40)
Add,/model.22/cv2.1/cv2.1.1/conv/Conv,0.0001,0.0000,0.0001,[auto_broadcast: numpy],f32(1x64x40x40) f32(1x64x1x1),f32(1x64x40x40)
Convolution,/model.22/cv2.1/cv2.1.2/Conv/WithoutBiases,0.0131,0.0000,0.0041,[auto_pad: explicit; dilations: (1xs1); pads_begin: (0xs0); pads_end: (0xs0); strides: (1xs1)],f32(1x64x40x40) f32(64x64x1x1),f32(1x64x40x40)
Add,/model.22/cv2.1/cv2.1.2/Conv,0.0001,0.0000,0.0001,[auto_broadcast: numpy],f32(1x64x40x40) f32(1x64x1x1),f32(1x64x40x40)
Convolution,/model.22/cv3.1/cv3.1.0/conv/Conv/WithoutBiases,0.2949,0.0000,0.0922,[auto_pad: explicit; dilations: (1xs1); pads_begin: (1xs1); pads_end: (1xs1); strides: (1xs1)],f32(1x128x40x40) f32(80x128x3x3),f32(1x80x40x40)
Add,/model.22/cv3.1/cv3.1.0/conv/Conv,0.0001,0.0000,0.0001,[auto_broadcast: numpy],f32(1x80x40x40) f32(1x80x1x1),f32(1x80x40x40)
Convolution,/model.22/cv3.1/cv3.1.1/conv/Conv/WithoutBiases,0.1843,0.0000,0.0576,[auto_pad: explicit; dilations: (1xs1); pads_begin: (1xs1); pads_end: (1xs1); strides: (1xs1)],f32(1x80x40x40) f32(80x80x3x3),f32(1x80x40x40)
Add,/model.22/cv3.1/cv3.1.1/conv/Conv,0.0001,0.0000,0.0001,[auto_broadcast: numpy],f32(1x80x40x40) f32(1x80x1x1),f32(1x80x40x40)
Convolution,/model.22/cv3.1/cv3.1.2/Conv/WithoutBiases,0.0205,0.0000,0.0064,[auto_pad: explicit; dilations: (1xs1); pads_begin: (0xs0); pads_end: (0xs0); strides: (1xs1)],f32(1x80x40x40) f32(80x80x1x1),f32(1x80x40x40)
Add,/model.22/cv3.1/cv3.1.2/Conv,0.0001,0.0000,0.0001,[auto_broadcast: numpy],f32(1x80x40x40) f32(1x80x1x1),f32(1x80x40x40)
Convolution,/model.19/conv/Conv/WithoutBiases,0.1180,0.0000,0.1475,[auto_pad: explicit; dilations: (1xs1); pads_begin: (1xs1); pads_end: (1xs1); strides: (2xs2)],f32(1x128x40x40) f32(128x128x3x3),f32(1x128x20x20)
Add,/model.19/conv/Conv,0.0001,0.0000,0.0001,[auto_broadcast: numpy],f32(1x128x20x20) f32(1x128x1x1),f32(1x128x20x20)
Convolution,/model.21/cv1/conv/Conv/WithoutBiases,0.0786,0.0000,0.0983,[auto_pad: explicit; dilations: (1xs1); pads_begin: (0xs0); pads_end: (0xs0); strides: (1xs1)],f32(1x384x20x20) f32(256x384x1x1),f32(1x256x20x20)
Add,/model.21/cv1/conv/Conv,0.0001,0.0000,0.0003,[auto_broadcast: numpy],f32(1x256x20x20) f32(1x256x1x1),f32(1x256x20x20)
Convolution,/model.21/m.0/cv1/conv/Conv/WithoutBiases,0.1180,0.0000,0.1475,[auto_pad: explicit; dilations: (1xs1); pads_begin: (1xs1); pads_end: (1xs1); strides: (1xs1)],f32(1x128x20x20) f32(128x128x3x3),f32(1x128x20x20)
Add,/model.21/m.0/cv1/conv/Conv,0.0001,0.0000,0.0001,[auto_broadcast: numpy],f32(1x128x20x20) f32(1x128x1x1),f32(1x128x20x20)
Convolution,/model.21/m.0/cv2/conv/Conv/WithoutBiases,0.1180,0.0000,0.1475,[auto_pad: explicit; dilations: (1xs1); pads_begin: (1xs1); pads_end: (1xs1); strides: (1xs1)],f32(1x128x20x20) f32(128x128x3x3),f32(1x128x20x20)
Add,/model.21/m.0/cv2/conv/Conv,0.0001,0.0000,0.0001,[auto_broadcast: numpy],f32(1x128x20x20) f32(1x128x1x1),f32(1x128x20x20)
Convolution,/model.21/cv2/conv/Conv/WithoutBiases,0.0786,0.0000,0.0983,[auto_pad: explicit; dilations: (1xs1); pads_begin: (0xs0); pads_end: (0xs0); strides: (1xs1)],f32(1x384x20x20) f32(256x384x1x1),f32(1x256x20x20)
Add,/model.21/cv2/conv/Conv,0.0001,0.0000,0.0003,[auto_broadcast: numpy],f32(1x256x20x20) f32(1x256x1x1),f32(1x256x20x20)
Convolution,/model.22/cv2.2/cv2.2.0/conv/Conv/WithoutBiases,0.1180,0.0000,0.1475,[auto_pad: explicit; dilations: (1xs1); pads_begin: (1xs1); pads_end: (1xs1); strides: (1xs1)],f32(1x256x20x20) f32(64x256x3x3),f32(1x64x20x20)
Add,/model.22/cv2.2/cv2.2.0/conv/Conv,0.0000,0.0000,0.0001,[auto_broadcast: numpy],f32(1x64x20x20) f32(1x64x1x1),f32(1x64x20x20)
Convolution,/model.22/cv2.2/cv2.2.1/conv/Conv/WithoutBiases,0.0295,0.0000,0.0369,[auto_pad: explicit; dilations: (1xs1); pads_begin: (1xs1); pads_end: (1xs1); strides: (1xs1)],f32(1x64x20x20) f32(64x64x3x3),f32(1x64x20x20)
Add,/model.22/cv2.2/cv2.2.1/conv/Conv,0.0000,0.0000,0.0001,[auto_broadcast: numpy],f32(1x64x20x20) f32(1x64x1x1),f32(1x64x20x20)
Convolution,/model.22/cv2.2/cv2.2.2/Conv/WithoutBiases,0.0033,0.0000,0.0041,[auto_pad: explicit; dilations: (1xs1); pads_begin: (0xs0); pads_end: (0xs0); strides: (1xs1)],f32(1x64x20x20) f32(64x64x1x1),f32(1x64x20x20)
Add,/model.22/cv2.2/cv2.2.2/Conv,0.0000,0.0000,0.0001,[auto_broadcast: numpy],f32(1x64x20x20) f32(1x64x1x1),f32(1x64x20x20)
Convolution,/model.22/cv3.2/cv3.2.0/conv/Conv/WithoutBiases,0.1475,0.0000,0.1843,[auto_pad: explicit; dilations: (1xs1); pads_begin: (1xs1); pads_end: (1xs1); strides: (1xs1)],f32(1x256x20x20) f32(80x256x3x3),f32(1x80x20x20)
Add,/model.22/cv3.2/cv3.2.0/conv/Conv,0.0000,0.0000,0.0001,[auto_broadcast: numpy],f32(1x80x20x20) f32(1x80x1x1),f32(1x80x20x20)
Convolution,/model.22/cv3.2/cv3.2.1/conv/Conv/WithoutBiases,0.0461,0.0000,0.0576,[auto_pad: explicit; dilations: (1xs1); pads_begin: (1xs1); pads_end: (1xs1); strides: (1xs1)],f32(1x80x20x20) f32(80x80x3x3),f32(1x80x20x20)
Add,/model.22/cv3.2/cv3.2.1/conv/Conv,0.0000,0.0000,0.0001,[auto_broadcast: numpy],f32(1x80x20x20) f32(1x80x1x1),f32(1x80x20x20)
Convolution,/model.22/cv3.2/cv3.2.2/Conv/WithoutBiases,0.0051,0.0000,0.0064,[auto_pad: explicit; dilations: (1xs1); pads_begin: (0xs0); pads_end: (0xs0); strides: (1xs1)],f32(1x80x20x20) f32(80x80x1x1),f32(1x80x20x20)
